idmedicamento,nombremedicamento,nombrelaboratorio,concentracion,princioactivo,acccionterapeutica,precioconvenio,precioLista,idFarmacia,nombrefarmacia,fecha_proceso
14919,ATEMPERATOR 250MG. CAJA 50 COMP. REC.,,,VALPROATO SEMISODIO,,26151,32245,1,AHUMADA,2023-01-20
13719,ATACAND (R) 8MG X30COM.,ASTRA ZENECA DE CHILE LTDA.,,CANDESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA,28239,35299,2,SALCOBRAND,2023-01-20
14863,ASVENTOL 5MG. CAJA 30 COMP. MAST,,,MONTELUKAST,,31532,41845,1,AHUMADA,2023-01-20
14923,ATEMPERATOR 500MG. CAJA 50 COMP. REC.,,,VALPROATO SEMISODIO,,33557,34595,1,AHUMADA,2023-01-20
13892,ATACAND PLUS 16/12.5MG X30COM.,ASTRA ZENECA DE CHILE LTDA.,,CANDESARTAN / HIDROCLOROTIAZIDA,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA,37919,47399,2,SALCOBRAND,2023-01-20
13891,ATACAND (R) 16MGX30COM.,ASTRA ZENECA DE CHILE LTDA.,,CANDESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA,37999,47499,2,SALCOBRAND,2023-01-20
13183,ATENOLOL (B) 50MG X20COM.,LABORATORIO CHILE,,ATENOLOL,AGENTES BETA-BLOQUEADORES,605,1099,2,SALCOBRAND,2023-01-20
14507,ATENOLOL 50MG. CAJA 20 COMP,,,ATENOLOL,,723,895,1,AHUMADA,2023-01-20
13112,ATENOLOL (B) 100MG X20CAP.,HOSPIFARMA,,ATENOLOL,AGENTES BETA-BLOQUEADORES,1375,2499,2,SALCOBRAND,2023-01-20
13075,ATORVASTATINA (B) 20MG X30COM.,LABORATORIO CHILE,,ATORVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS,1760,3199,2,SALCOBRAND,2023-01-20
13076,ATORVASTATINA (B) 10MG X30COM.,LABORATORIO CHILE,,ATORVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS,1760,3199,2,SALCOBRAND,2023-01-20
14505,ATENOLOL 100MG. CAJA 20 COMP,,,ATENOLOL,,1790,1845,1,AHUMADA,2023-01-20
13058,ATORVASTATINA (B) 40MG X30COM.REC,LABORATORIO CHILE,,ATORVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS,3025,5499,2,SALCOBRAND,2023-01-20
23394,ATOPIX EMULSION X200G,D&M PHARMA S.A.,,0,EMOLIENTES Y PROTECTORES,12934,19899,2,SALCOBRAND,2023-01-20
14685,ATORVASTATINA 10MG.CAJA 30GR.,,,ATORVASTATINA,,2493,3045,1,AHUMADA,2023-01-20
14694,ATORVASTATINA 20MG. CAJA 30 GRAG.,,,ATORVASTATINA,,3117,3595,1,AHUMADA,2023-01-20
13013,ATROPINA 1% SOF.X5ML,BPH S.A,,ATROPINA,OFTALMOLOGICOS,11440,20799,2,SALCOBRAND,2023-01-20
14847,ATROVENT 0.03% INH. NAS. FCO. 15ML.,,,IPRATROPIO,,11748,15695,1,AHUMADA,2023-01-20
16442,ATROVENT 0.025% SOL. FCO. 20ML.,,,IPRATROPIO,,11865,21895,1,AHUMADA,2023-01-20
15711,ATROPINA 1% COL. FCO. 10ML.,,,ATROPINA,,11963,14995,1,AHUMADA,2023-01-20
13910,ATROVENT 0.025% NEB.X20ML,BOEHRINGER INGELHEIM,,BROMURO DE IPRATROPIO,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,17945,22399,2,SALCOBRAND,2023-01-20
16505,ATRINAT CAJA 1 VIAL 1ML.,,,TRIAMCINOLONA ACETONIDA,,20603,24245,1,AHUMADA,2023-01-20
23406,AUDIFONO DIGITEMP,RECETARIO,,0,ACCESORIOS MEDICOS,11199,15999,2,SALCOBRAND,2023-01-20
14152,AUGMENTIN BID (R) 875/125 X14COM.REC.,GLAXO,,ACIDO CLAVULANICO / AMOXICILINA,ANTIBACTERIANOS PARA USO SISTEMICO,14037,15899,2,SALCOBRAND,2023-01-20
16872,AUGMENTIN BID 875/125MG. CAJA 14 SOBRES,,,AMOXICILINA + CLAVULANICO ACIDO,,14545,14995,1,AHUMADA,2023-01-20
14849,ATROVENT HFA. INHALACION 10ML. 200 DOSIS,,,IPRATROPIO,,15429,32695,1,AHUMADA,2023-01-20
14144,AUGMENTIN BID (R) 875/125 X20COM.REC.,GLAXO,,ACIDO CLAVULANICO / AMOXICILINA,ANTIBACTERIANOS PARA USO SISTEMICO,17780,20199,2,SALCOBRAND,2023-01-20
15846,AUGMENTIN BID 400/57 MG. CAJA 20 SOBRES,,,AMOXICILINA + CLAVULANICO ACIDO,,17843,18395,1,AHUMADA,2023-01-20
15847,AUGMENTIN BID 400MG/5ML SUSP. FCO. 70ML,,,AMOXICILINA + CLAVULANICO ACIDO,,18425,18995,1,AHUMADA,2023-01-20
15842,AUGMENTIN 1.000/125MG. CAJA 21SOBRES,,,AMOXICILINA + CLAVULANICO ACIDO,,21248,21905,1,AHUMADA,2023-01-20
13354,ATROVENT HFA 20MCG INH.X200DS,BOEHRINGER INGELHEIM,,BROMURO DE IPRATROPIO,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,21520,33399,2,SALCOBRAND,2023-01-20
16341,AUBAGIO 14MG CAJA 28TABL.,,,TERIFLUNOMIDA,,1066995,1099995,1,AHUMADA,2023-01-20
15975,AUTDOL 15MG/ML 20ML GOTAS,,,DICLOFENACO,,9598,9895,1,AHUMADA,2023-01-20
14223,AUXXIL (B) 750MG X10COM.REC.,LABORATORIO CHILE,,LEVOFLOXACINO,ANTIBACTERIANOS PARA USO SISTEMICO,19611,21699,2,SALCOBRAND,2023-01-20
15852,AUGMENTIN BID 875/125MG. CAJA 20 COMP.,,,AMOXICILINA + CLAVULANICO ACIDO,,20850,21495,1,AHUMADA,2023-01-20
14195,AUXXIL (B) 500MG X10COM.REC.,LABORATORIO CHILE,,LEVOFLOXACINO,ANTIBACTERIANOS PARA USO SISTEMICO,21115,23599,2,SALCOBRAND,2023-01-20
14442,AUXXIL (B) 750MG X7COM.REC.,LABORATORIO CHILE,,LEVOFLOXACINO,ANTIBACTERIANOS PARA USO SISTEMICO,21972,23299,2,SALCOBRAND,2023-01-20
14977,AUXXIL 500MG. X 10 COMP.,,,LEVOFLOXACINO,,22892,26595,1,AHUMADA,2023-01-20
15383,AUSENTRON 25MG. X 30 COMP. REC.,,,CLOMIPRAMINA,,25807,28695,1,AHUMADA,2023-01-20
14980,AUXXIL 500MG. X 14 CR.,,,LEVOFLOXACINO,,28096,33495,1,AHUMADA,2023-01-20
15848,AUGMENTIN ES 600MG/5ML SUSP. FCO. 100ML.,,,AMOXICILINA + CLAVULANICO ACIDO,,31219,32095,1,AHUMADA,2023-01-20
14834,AURITUSS 25/125MCG. INH. BUC. 120 DOSIS,,,FLUTICASONA + SALMETEROL,,31532,33595,1,AHUMADA,2023-01-20
23143,AVENE CICALFATE POST ACTO 40 ML,PIERRE FABRE (AVENES),,,REGENERADOR Y CICATRIZANTE,14799,18499,2,SALCOBRAND,2023-01-20
14001,AVAMYS 27.5MCG SOL.NAS.X120DS.,GLAXO,,FLUTICASONA,PREPARADOS DE USO NASAL,18039,20499,2,SALCOBRAND,2023-01-20
16732,"AVAMYS 27,5MCG. SUSP. AER. 120 DOS. NAS",,,FLUTICASONA FUROATO,,18626,22095,1,AHUMADA,2023-01-20
14986,AUXXIL 750MG. CAJA 10 COMP.,,,LEVOFLOXACINO,,20811,24195,1,AHUMADA,2023-01-20
14989,AUXXIL 750MG. CAJA 7 COMP. REC.,,,LEVOFLOXACINO,,22892,25795,1,AHUMADA,2023-01-20
15782,AVELOX  I.V. 400MG. FCO. 250ML.,,,MOXIFLOXACINA,,37563,44895,1,AHUMADA,2023-01-20
14078,AVELOX (R) 400MG X7COM.REC.,BAYER ETICO,,MOXIFLOXACINO,ANTIBACTERIANOS PARA USO SISTEMICO,53591,60899,2,SALCOBRAND,2023-01-20
16126,AVELOX 400MG. CAJA 7 COMP.,,,MOXIFLOXACINA,,54800,56495,1,AHUMADA,2023-01-20
14062,AVELOX (R) 400MG X10COM.REC.,BAYER ETICO,,MOXIFLOXACINO,ANTIBACTERIANOS PARA USO SISTEMICO,65031,73899,2,SALCOBRAND,2023-01-20
16129,AVELOX 400MG. CAJA 10 COMP.,,,MOXIFLOXACINA,,67646,74095,1,AHUMADA,2023-01-20
16946,AVIATUS JARABE  30 MG/5 ML FC 120 ML.,,,LEVODROPROPIZINA,,9153,11445,1,AHUMADA,2023-01-20
23166,AVENE SOLAR INTENSE PRO SPF50+150ML,PIERRE FABRE (AVENES),,,PROTECCIÓN SOLAR,12799,15999,2,SALCOBRAND,2023-01-20
23144,AVENE FLUIDO MINERAL COLOR SPF50+ 40ML,PIERRE FABRE (AVENES),,,PROTECCIÓN SOLAR,14799,18499,2,SALCOBRAND,2023-01-20
23145,AVENE FLUIDO MINERAL SPF 50+ 40ML,PIERRE FABRE (AVENES),,,PROTECCIÓN SOLAR,14799,18499,2,SALCOBRAND,2023-01-20
23146,AVENE XERACALM ACEITE LIMPIADOR 400 ML,PIERRE FABRE (AVENES),,,PIELES SECAS / PIELES ATÓPICAS,14799,18499,2,SALCOBRAND,2023-01-20
23142,AVENE CLEANANCE HYDRA CREMA 40 ML,PIERRE FABRE (AVENES),,,PIELES GRASAS / ACNÉ,15199,18999,2,SALCOBRAND,2023-01-20
23134,AVENE PIELES INTOLERANTES CREMA DEFI 50 ML,PIERRE FABRE (AVENES),,,PILES SENSIBLES /ROJECES,15999,19999,2,SALCOBRAND,2023-01-20
23135,AVENE XERACALM BÁLSAMO DEFI 200 ML,PIERRE FABRE (AVENES),,,PIELES SECAS / PIELES ATÓPICAS,15999,19999,2,SALCOBRAND,2023-01-20
23136,AVENE XERACALM DEFI CREMA 200 ML,PIERRE FABRE (AVENES),,,PIELES SECAS / PIELES ATÓPICAS,15999,19999,2,SALCOBRAND,2023-01-20
23130,AVENE CLEANANCE WOMEN NOCHE,PIERRE FABRE (AVENES),,,PIELES GRASAS / ACNÉ,16479,20599,2,SALCOBRAND,2023-01-20
13018,AZATIOPRINA (B) 50MG X100COM.,ASCEND LABORATORIES SPA,,AZATIOPRINA,INMUNOSUPRESORES,8690,15799,2,SALCOBRAND,2023-01-20
15065,AXASOL 500MG. CAJA 2 OVULOS VAG.,,,CLOTRIMAZOL,,16440,16895,1,AHUMADA,2023-01-20
15721,AZARGA SUSPENSION OFTALMICA 5ML.,,,BRINZOLAMIDA + TIMOLOL,,17804,43495,1,AHUMADA,2023-01-20
23436,AVOPLUS X60TAB.,VITAMIN LIFE,,GLYCINE MAX / PULPA DE PERSEA GRATISSIMA,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS,18079,22599,2,SALCOBRAND,2023-01-20
15874,AZITROM 500MG. CAJA 6 COMP.,,,AZITROMICINA,,19041,19895,1,AHUMADA,2023-01-20
15864,AZITROM 200MG./5ML. POLVO SUSP 30ML.,,,AZITROMICINA,,19770,23895,1,AHUMADA,2023-01-20
15712,AZ OFTENO 0.05% COL. FCO. 5ML,,,AZELASTINA,,20603,21795,1,AHUMADA,2023-01-20
14129,AZARGA SOFT.X5ML,PASTEUR OPHTHA,,BRINZOLAMIDA / TIMOLOL,OFTALMOLOGICOS,36255,41199,2,SALCOBRAND,2023-01-20
15788,AVODART 0.5MG. CAJA 30CAP,,,DUTASTERIDA,,54115,58995,1,AHUMADA,2023-01-20
16300,AVONEX INTERFERON PLV. 30MCG/ML X 4VIAL,,,INTERFERON BETA 1A,,673403,694230,1,AHUMADA,2023-01-20
13110,AZITROMICINA (B) 500MG X3COM.,LABORATORIO CHILE,,AZITROMICINA,ANTIBACTERIANOS PARA USO SISTEMICO,1375,2499,2,SALCOBRAND,2023-01-20
15870,AZITROMICINA 500MG. CAJA 3 COMP.,,,AZITROMICINA,,1660,2345,1,AHUMADA,2023-01-20
13271,AZITROMICINA (B) 500MG X6COM.,LABORATORIO CHILE,,AZITROMICINA,ANTIBACTERIANOS PARA USO SISTEMICO,1980,3599,2,SALCOBRAND,2023-01-20
13024,AZITROMICINA 200MG/5ML S.O.X15ML,LABORATORIO CHILE,,AZITROMICINA,ANTIBACTERIANOS PARA USO SISTEMICO,4015,7299,2,SALCOBRAND,2023-01-20
13623,AZITROMICINA 200MG/5ML S.O X30ML,HOSPIFARMA,,AZITROMICINA,ANTIBACTERIANOS PARA USO SISTEMICO,5060,9199,2,SALCOBRAND,2023-01-20
15865,AZITROMICINA 200MG/5ML PLV FCO 30ML,,,AZITROMICINA,,9210,9495,1,AHUMADA,2023-01-20
15871,AZITROM 500MG. X 3 COMP. REC.,,,AZITROMICINA,,13090,13495,1,AHUMADA,2023-01-20
15867,AZITROM FORTE 400MG./5ML. PLV SUSP 30ML.,,,AZITROMICINA,,17375,23345,1,AHUMADA,2023-01-20
15873,AZITROMICINA 500MG. CAJA 6 COMP.REC.,,,AZITROMICINA,,2597,3745,1,AHUMADA,2023-01-20
16352,AZOPT 1% SUSP. OFT. FCO. 5ML.,,,BRINZOLAMIDA,,15903,39395,1,AHUMADA,2023-01-20
15785,AZULFIDINE 500MG. CAJA 30 COMP.,,,SULFASALAZINA,,21368,30995,1,AHUMADA,2023-01-20
14230,AZULFIDINE 500MG X30COM.,PFIZER,,SULFASALAZINA,"ANTIDIARREICOS, ANTIINFECCIOSOS Y ANTIINFLAMATORIOS INTESTINALES",28976,31999,2,SALCOBRAND,2023-01-20
14246,AZOPT 1% SOF.X5ML,PASTEUR OPHTHA,,BRINZOLAMIDA,OFTALMOLOGICOS,33175,37699,2,SALCOBRAND,2023-01-20
16985,AZULFIDINE 500MG.CAJA 100 COMP,,,SULFASALAZINA,,46310,82895,1,AHUMADA,2023-01-20
15784,AZULFIDINE-EN 500MG. CAJA 100 COMP.,,,SULFASALAZINA,,57000,95895,1,AHUMADA,2023-01-20
14155,AZULFIDINE 500MG X100COM.,PFIZER,,LEVADURA DE CERVEZA,"ANTIDIARREICOS, ANTIINFECCIOSOS Y ANTIINFLAMATORIOS INTESTINALES",78760,89099,2,SALCOBRAND,2023-01-20
13928,AZULFIDINE EN 500MG FCO X100COM.REC.,PFIZER,,SULFASALAZINA,"ANTIDIARREICOS, ANTIINFECCIOSOS Y ANTIINFLAMATORIOS INTESTINALES",88354,108199,2,SALCOBRAND,2023-01-20
15014,BACITRACINA + NEOMICINA UNG. DERM. 15GR.,,,BACITRACINA + NEOMICINA,,1838,1895,1,AHUMADA,2023-01-20
23538,B-COMPLEX X90CAP.,VITAMIN LIFE,,VITAMINAS COMPLEJO B,VITAMINAS,8879,11099,2,SALCOBRAND,2023-01-20
23463,B-COMPLEX ENERGY X60CAP.BLAN,VITAMIN LIFE,,VITAMINAS COMPLEJO B,OTROS FARMACOS QUE ACTUAN SOBRE EL SNC,13999,17499,2,SALCOBRAND,2023-01-20
15786,AZULFIDINE-EN 500MG. CAJA 40 COMP,,,SULFASALAZINA,,24336,36795,1,AHUMADA,2023-01-20
14229,AZYMOL (B) 5MG X30COM.,RECALCINE,,ARIPIPRAZOL,PSICOLEPTICOS,33051,36499,2,SALCOBRAND,2023-01-20
15346,AZYMOL 5MG.CAJA 30 COMP.REC,,,ARIPIPRAZOL,,35594,36695,1,AHUMADA,2023-01-20
15340,AZYMOL 10MG. CAJA 30 COMP.,,,ARIPIPRAZOL,,46555,47995,1,AHUMADA,2023-01-20
14163,AZYMOL (B) 15MG X30COM.,RECALCINE,,ARIPIPRAZOL,PSICOLEPTICOS,65649,73999,2,SALCOBRAND,2023-01-20
15345,AZYMOL 15MG. CAJA 30 COMP.,,,ARIPIPRAZOL,,72745,74995,1,AHUMADA,2023-01-20
13132,BACITRACINA/NEOMICINA UNG.X15G,LABORATORIO CHILE,,BACITRACINA / NEOMICINA,ANTIBIOTICOS Y QUIMIOTERAPICOS PARA USO DERMATOLOGICO,1100,1999,2,SALCOBRAND,2023-01-20
15001,BACTEROL FORTE CAJA 10 COMP.,,,SULFAMETOXAZOL + TRIMETOPRIMA,,12120,12495,1,AHUMADA,2023-01-20
14272,BAGOMIGRAL (B) 2.5MG X10COM.REC.,BAGO,,NARATRIPTAN,ANALGESICOS,14959,16999,2,SALCOBRAND,2023-01-20
16684,"BAGOMIGRAL 2,5MG X 10 COMP. REC.",,,NARATRIPTAN,,15815,17795,1,AHUMADA,2023-01-20
13840,BAGOMICINA 50MG X30COM.REC.,BAGO,,MINOCICLINA,ANTIBACTERIANOS PARA USO SISTEMICO,17119,21399,2,SALCOBRAND,2023-01-20
14993,BAGOMICINA 50MG. CAJA 30 COMP.,,,MINOCICLINA,,19041,19745,1,AHUMADA,2023-01-20
13727,BAGOMICINA 100MG X15COM.REC.,BAGO,,MINOCICLINA,ANTIBACTERIANOS PARA USO SISTEMICO,21999,27499,2,SALCOBRAND,2023-01-20
14990,BAGOMICINA 100MG. CAJA 15 COMP.,,,MINOCICLINA,,24454,26795,1,AHUMADA,2023-01-20
13716,BAGOMICINA 50MG X60COM.REC.,BAGO,,MINOCICLINA,ANTIBACTERIANOS PARA USO SISTEMICO,29119,36399,2,SALCOBRAND,2023-01-20
14994,BAGOMICINA 50MG. CAJA 60 COMP.,,,MINOCICLINA,,32375,37995,1,AHUMADA,2023-01-20
23824,BANANO DEPORTIVO,SUN MERCHAND SPA,,,DEPORTE,3141,3490,2,SALCOBRAND,2023-01-20
23821,BANANO DEPORTIVO NAVIDAD 2020,SUN MERCHAND SPA,,,DEPORTE,4499,4999,2,SALCOBRAND,2023-01-20
23818,BANDA ELASTICA TENSION AZUL,SUN MERCHAND SPA,,,DEPORTE,5391,5990,2,SALCOBRAND,2023-01-20
16687,"BAGOMIGRAL 2,5MG.CAJA 2 COMP. REC.",,,NARATRIPTAN,,5407,6195,1,AHUMADA,2023-01-20
14569,BAJATEN-D CAJA 30 COMP,,,ENALAPRIL + HIDROCLOROTIAZIDA,,7072,7595,1,AHUMADA,2023-01-20
23801,BANDA RELOJ SMART DEPORTIVO,MED CELL IMPORTACIONES,,,DEPORTE,12329,13699,2,SALCOBRAND,2023-01-20
16483,"BALSAN 0,05% CRM. POMO 30GR.",,,CLOBETASOL,,14046,17795,1,AHUMADA,2023-01-20
14267,BALSAN 0.05% CR.X30G,PHARMA INVESTI,,CLOBETASOL,CORTICOCOSTEROIDES TOPICOS,15311,17399,2,SALCOBRAND,2023-01-20
16722,"BARACLUDE 1,0MG. X 30 COMP.",,,ENTECAVIR,,321550,331495,1,AHUMADA,2023-01-20
16921,"BARACLUDE 0,5MG. X 30 COMP.",,,ENTECAVIR,,326497,336595,1,AHUMADA,2023-01-20
23172,BARIEDERM CICA OIL MARKS 100ML,PUIG (URIAGE),,,PIELES SECAS / PIELES ATÓPICAS,11999,14999,2,SALCOBRAND,2023-01-20
23173,BARIEDERM CICA-CREAM SPF50+ T 40ML,PUIG (URIAGE),,,PIELES SECAS / PIELES ATÓPICAS,11999,14999,2,SALCOBRAND,2023-01-20
23162,BARIEDERM ONGUENT FISS CREV P 40ML,PUIG (URIAGE),,,REGENERADOR Y CICATRIZANTE,12879,16099,2,SALCOBRAND,2023-01-20
23147,BARIEDERM REPAIR CICA-CREAM T 100ML,PUIG (URIAGE),,,REGENERADOR Y CICATRIZANTE,14479,18099,2,SALCOBRAND,2023-01-20
23439,BCAA 500 MG X120CAP.,VITAMIN LIFE,,L-ISOLEUCINA / L-LEUCINA / L-VALINA,SUPLEMENTOS,16879,21099,2,SALCOBRAND,2023-01-20
15068,BAYCUTEN CRM. POMO 15 GR.,,,CLOTRIMAZOL + DEXAMETASONA,,25493,29695,1,AHUMADA,2023-01-20
13836,BAYCUTEN CR.X15G,BAYER OTC,,CLOTRIMAZOL / DEXAMETASONA ACETATO,ANTIFUNGICOS DERMATOLOGICOS,25871,29399,2,SALCOBRAND,2023-01-20
15904,BAYCIP 500MG.  CAJA 10 COMP.,,,CIPROFLOXACINA,,27155,27995,1,AHUMADA,2023-01-20
16365,BAYCIP XR CAJA 7 COMP.,,,CIPROFLOXACINA,,33266,34295,1,AHUMADA,2023-01-20
15905,BAYCIP 500MG. CAJA 20 COMP.,,,CIPROFLOXACINA,,36839,39295,1,AHUMADA,2023-01-20
13549,BEDIATIL FTE.200MG/5ML S.O.X100ML,PASTEUR,,IBUPROFENO,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS,5069,7799,2,SALCOBRAND,2023-01-20
23876,BEE PROPOLIS X90CAP.,VITAMIN LIFE,,PROPOLEO,PREPARADOS PARA LA GARGANTA,5279,6599,2,SALCOBRAND,2023-01-20
15996,BEDIATIL FORTE 200MG/5ML SUSP. FCO.100ML,,,IBUPROFENO,,7280,7745,1,AHUMADA,2023-01-20
23396,BEEZ 15MG X30COM.,PASTEUR,,ZINC,SUPLEMENTOS MINERALES,10399,15999,2,SALCOBRAND,2023-01-20
14809,BELOMET INH. BUC. 200 DOSIS,,,BECLOMETASONA + SALBUTAMOL,,12172,13895,1,AHUMADA,2023-01-20
13419,BELARA CD (R)  X28COM.REC.,GRUNENTHAL,,CLORMADINONA / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES,14334,20099,2,SALCOBRAND,2023-01-20
16608,BEEZ 15MG 30COMP,,,ZINC,,14357,16195,1,AHUMADA,2023-01-20
13420,BELARA (R) X21COM.REC.,GRUNENTHAL,,CLORMADINONA / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES,17494,24499,2,SALCOBRAND,2023-01-20
16531,BELARA CD 28COMP REC,,,CLORMADINONA + ETINILESTRADIOL,,17688,20395,1,AHUMADA,2023-01-20
16530,BELARA CAJA 21 COMP.,,,CLORMADINONA + ETINILESTRADIOL,,22268,25095,1,AHUMADA,2023-01-20
23203,BEPANTHOL 5% UNG.X30G,BAYER OTC,,,CREMAS PARA COCEDURAS,3839,4799,2,SALCOBRAND,2023-01-20
13551,BERSEN (B) 5MG X20COM.,PASTEUR,,PREDNISONA,CORTICOIDES SISTEMICOS,4094,6299,2,SALCOBRAND,2023-01-20
13550,BERSEN (B) 20MG X20COM.,PASTEUR,,PREDNISONA,CORTICOIDES SISTEMICOS,4939,7599,2,SALCOBRAND,2023-01-20
23188,BEPANTHOL 5% UNG.X50G,BAYER OTC,,,CREMAS PARA COCEDURAS,5359,6699,2,SALCOBRAND,2023-01-20
16730,BERODUAL SOL. FCO. 20ML.,,,FENOTEROL + IPRATROPIO,,13053,30495,1,AHUMADA,2023-01-20
16924,BERODUAL HFA. INHALACION 10ML. 200 DOSIS,,,FENOTEROL + IPRATROPIO,,15429,28295,1,AHUMADA,2023-01-20
15716,BEOF 0.5% COL. FCO. 5ML.,,,BETAXOLOL,,16127,19095,1,AHUMADA,2023-01-20
13347,BERODUAL SOL.NEBULIZAR X20ML,BOEHRINGER INGELHEIM,,BROMURO DE IPRATROPIO / FENOTEROL,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,19574,30899,2,SALCOBRAND,2023-01-20
13424,BERODUAL HFA AER.X200DS,BOEHRINGER INGELHEIM,,BROMURO DE IPRATROPIO / FENOTEROL,AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE LAS VIAS RESPIRATORIAS,20243,28099,2,SALCOBRAND,2023-01-20
14822,BENDORIN SIN CFC 160/4.5 MCG.INH.120DOSI,,,BUDESONIDA + FORMOTEROL,,38795,39995,1,AHUMADA,2023-01-20
15195,BERSEN 5MG. CAJA 20 COMP.,,,PREDNISONA,,5459,7145,1,AHUMADA,2023-01-20
15191,BERSEN 20MG. CAJA 20 COMP.,,,PREDNISONA,,6759,8395,1,AHUMADA,2023-01-20
23576,BETACAROTENO 25000UI X60CAP.,VITAMIN LIFE,,BETACAROTENO,VITAMINAS,7599,9499,2,SALCOBRAND,2023-01-20
15186,BERSEN MD 2MG/1ML. SUSP. FCO. 60ML.,,,PREDNISONA,,7905,9595,1,AHUMADA,2023-01-20
14506,BETACAR 50MG. CAJA 20 COMP.,,,ATENOLOL,,8302,13595,1,AHUMADA,2023-01-20
13694,BERSEN 20MG/5ML S.O.X60ML,PASTEUR,,PREDNISONA,CORTICOIDES SISTEMICOS,9817,12499,2,SALCOBRAND,2023-01-20
16387,BETACAR 100MG. CAJA 20 COMP.,,,ATENOLOL,,10679,18895,1,AHUMADA,2023-01-20
15188,BERSEN 4MG/1ML SUSP. FCO. 60ML.,,,PREDNISONA,,10923,13895,1,AHUMADA,2023-01-20
16755,BETALOC ZOK 100MG. CAJA 30 COMP.LIBER,,,METOPROLOL,,17804,43295,1,AHUMADA,2023-01-20
13899,BETALOC ZOK 100MG X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,,METOPROLOL,AGENTES BETA-BLOQUEADORES,34399,42999,2,SALCOBRAND,2023-01-20
13157,BETAMETASONA 0.05% CR.X15G,LABORATORIO CHILE,,BETAMETASONA,CORTICOCOSTEROIDES TOPICOS,880,1599,2,SALCOBRAND,2023-01-20
13077,"BETAMETASONA 0,05% UNG.X15G",LABORATORIO CHILE,,BETAMETASONA,CORTICOCOSTEROIDES TOPICOS,1760,3199,2,SALCOBRAND,2023-01-20
16757,BETALOC ZOK 25MG. CAJA 30 COMP.LIB,,,METOPROLOL,,8302,26095,1,AHUMADA,2023-01-20
15157,BETAMETASONA  4MG/ML. CAJA 5  AMP.,,,BETAMETASONA,,9986,10645,1,AHUMADA,2023-01-20
16758,BETALOC ZOK 50MG. CAJA 30 COMP. LIBER,,,METOPROLOL,,11865,29895,1,AHUMADA,2023-01-20
16756,BETALOC ZOK 200MG.CAJA 30 COMP.LIB,,,METOPROLOL,,18992,42295,1,AHUMADA,2023-01-20
13728,BETALOC ZOK 25MG X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,,METOPROLOL,AGENTES BETA-BLOQUEADORES,21679,27099,2,SALCOBRAND,2023-01-20
13725,BETALOC ZOK 50MG X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,,METOPROLOL,AGENTES BETA-BLOQUEADORES,24959,31199,2,SALCOBRAND,2023-01-20
13901,BETALOC ZOK 200MG X30COM.PROL.,ASTRA ZENECA DE CHILE LTDA.,,METOPROLOL,AGENTES BETA-BLOQUEADORES,33599,41999,2,SALCOBRAND,2023-01-20
15149,BETAMETASONA 0.05% CRM.POMO 15GR,,,BETAMETASONA,,1140,1195,1,AHUMADA,2023-01-20
16814,BETAMETASONA 0.6MG. CAJA 30 COMP.,,,BETAMETASONA,,1159,1195,1,AHUMADA,2023-01-20
13249,BETAMETASONA/NEOMICINA UNG.X10G,LABORATORIO CHILE,,BETAMETASONA / NEOMICINA,CORTICOCOSTEROIDES TOPICOS,2585,4699,2,SALCOBRAND,2023-01-20
15027,BETAMETASONA C/NEOMICINA UNG. 10GR.,,,BETAMETASONA + NEOMICINA,,3898,4195,1,AHUMADA,2023-01-20
13614,BETAMETASONA 4MG/ML X5AMP.,BIOSANO,,BETAMETASONA,CORTICOIDES SISTEMICOS,5940,10799,2,SALCOBRAND,2023-01-20
14520,BETAPLEX CR 10MG.CAJA 30COMP.REC.LP,,,CARVEDILOL,,8434,8695,1,AHUMADA,2023-01-20
16393,BETAPLEX CR 20MG. CAJA 30 COMP.REC.LP,,,CARVEDILOL,,12896,13295,1,AHUMADA,2023-01-20
14529,BETAPLEX CR 40MG. CAJA 30COMP.REC.LP,,,CARVEDILOL,,18134,18695,1,AHUMADA,2023-01-20
14528,BETAPLEX 25MG. CAJA 30 COMP.,,,CARVEDILOL,,23372,24095,1,AHUMADA,2023-01-20
