idMedicamento,nombreMedicamento,principioActivo,accionTerapeutico
13605,CLOPIDOGREL (B) 75MG X30COM.REC.,CLOPIDOGREL,ANTITROMBOTICOS
14537,CLOPIDOGREL 75 MG 30COMP REC,CLOPIDOGREL,
13321,CLOPIVITAE (B) 75MG X28COM.REC,CLOPIDOGREL,ANTITROMBOTICOS
14541,CLOPIVITAE COMPRIMIDOS RECUBIERTOS 75 MG (CLOPIDOGREL),CLOPIDOGREL,
15735,CLORAMPAST 500MG. CAJA 6 OVUL.,CLORANFENICOL,
15734,CLORANFENICOL  0.5% FCO.10 ML,CLORANFENICOL,
13072,CLORANFENICOL (B) 0.5% SOF.X10ML,CLORANFENICOL,OFTALMOLOGICOS
15731,CLORANFENICOL 1% UGTO. OFT. POMO 3.5 GR.,CLORANFENICOL,
13267,CLORANFENICOL 1% UNG.OFT X5G,CLORANFENICOL,OFTALMOLOGICOS
13185,CLORFENAMINA (B) 4MG X20COM.,CLORFENAMINA,ANTIHISTAMINICOS PARA USO SISTEMICO
17090,CLORFENAMINA 4 MG. 20 COMP. (MNT) (B),CLORFENAMINA,ANTIALERGICO
16041,CLORFENAMINA 4MG. CAJA 20 COMP.,CLORFENAMINA,
23404,CLORHEXIDINA 0.12% SOL.X150ML,CLORHEXIDINA,PREPARADOS ESTOMATOLOGICOS
23407,CLORHEXIDINA 0.12% SOL.X600ML,CLORHEXIDINA,PREPARADOS ESTOMATOLOGICOS
13034,CLOROQUINA 250MG X20COM.,CLOROQUINA,ANTIPROTOZOARIOS
16039,CLORPRIMETON 10MG. CAJA 3 AMP. 1ML.,CLORFENAMINA,
13019,CLORURO DE POTASIO 600MG X50COM.REC,CLORURO DE POTASIO,SUPLEMENTOS MINERALES
13134,CLORURO DE SODIO 0.9% SOL. X500ML,CLORURO DE SODIO,SOLUCIONES INTRAVENOSAS
13169,CLORURO DE SOLDIO 0.9% SOL X250ML,CLORURO DE SODIO,SOLUCIONES INTRAVENOSAS
13140,CLORURO SODIO 0.9% 20ML X5AMP.,CLORURO DE SODIO,SOLUCIONES INYECTABLES / INFUSIONES ADITIVAS (< 100 ML)
13153,CLORURO SODIO 0.9% 5ML X5AMP.,CLORURO DE SODIO,SOLUCIONES INYECTABLES / INFUSIONES ADITIVAS (< 100 ML)
13130,CLORURO SODIO 10% 20ML X5AMP.,CLORURO DE SODIO,SOLUCIONES INYECTABLES / INFUSIONES ADITIVAS (< 100 ML)
15023,CLOTRIMAZOL + BETAMETAZONA CRM.POMO 15G,BETAMETASONA + CLOTRIMAZOL,
17099,CLOTRIMAZOL 1% CR. 20 GR. (OPK),CLOTRIMAZOL,ANTIMICOTICO TOPICO
13139,CLOTRIMAZOL 1% CR.X20G,CLOTRIMAZOL,ANTIFUNGICOS DERMATOLOGICOS
16484,CLOTRIMAZOL 1% CREM. POMO 20GR.,CLOTRIMAZOL,
13088,CLOTRIMAZOL 1% PVO.X30G,CLOTRIMAZOL,ANTIFUNGICOS DERMATOLOGICOS
13124,CLOTRIMAZOL 1% SOL.X20ML,CLOTRIMAZOL,ANTIFUNGICOS DERMATOLOGICOS
13095,CLOTRIMAZOL 100MG X6OVULO,CLOTRIMAZOL,ANTIINFECCIOSOS Y ANTISEPTICOS GINECOLOGICOS
15061,CLOTRIMAZOL 100MG. CAJA 6 OVUL.,CLOTRIMAZOL,
17007,CLOTRIMAZOL 500 MG. 1 OV. (HOS),CLOTRIMAZOL,ANTIMICOTICO TOPICO
13094,CLOTRIMAZOL 500MG X1COM.VAG,CLOTRIMAZOL,ANTIINFECCIOSOS Y ANTISEPTICOS GINECOLOGICOS
17098,CLOTRIMAZOL BETAMETASONA CR. 15 GR. (OPK),CLOTRIMAZOL/BETAMETASONA,ANTIMICOTICO TOPICO
13127,CLOTRIMAZOL/BETAMETASONA CR.X15G,BETAMETASONA / CLOTRIMAZOL,CORTICOCOSTEROIDES TOPICOS
13985,CLOTRIMIN 1% CR.X20G,CLOTRIMAZOL,ANTIFUNGICOS DERMATOLOGICOS
15060,CLOTRIMIN 1% CRM. 20 GR.,CLOTRIMAZOL,
14037,CLOTRIMIN 1% PVO.X100G,CLOTRIMAZOL,ANTIFUNGICOS DERMATOLOGICOS
13984,CLOTRIMIN 500MG X1CAP.VAG.,CLOTRIMAZOL,ANTIINFECCIOSOS Y ANTISEPTICOS GINECOLOGICOS
15063,CLOTRIMIN 500MG. CAJA 1 OVULO  VAG.1UN.,CLOTRIMAZOL,
15020,CLOTRIMIN-B CRM. POMO 15 GR.,BETAMETASONA + CLOTRIMAZOL,
16398,CLOTROMBIX 75MG. CAJA 30 COMP.REC,CLOPIDOGREL,
13646,CLOTROMBRIX (B) 75MG X30COM.REC.,CLOPIDOGREL,ANTITROMBOTICOS
16111,CLOVAL 20MG/5ML. JBE. FCO. 120 ML.,CLOBUTINOL,
16112,CLOVAL 40MG. CAJA 20 COMP.,CLOBUTINOL,
16113,CLOVAL COMPUESTO JBE. FCO. 120ML.,CLOBUTINOL + ORCIPRENALINA,
16968,CLOVAL FORTE 40MG/5ML. JBE. FCO. 120ML.,CLOBUTINOL,
13118,CLOXACILINA 500MG X12CAP.,CLOXACILINA,ANTIBACTERIANOS PARA USO SISTEMICO
14057,"CLOZANIL (B) 0,5MG X30COM.",CLONAZEPAM,ANTIEPILEPTICOS
14313,CLOZANIL (B) 2MG X30COM.,CLONAZEPAM,ANTIEPILEPTICOS
15384,CLOZANIL 0.5MG. CAJA 30 COMP,CLONAZEPAM,
16539,CLOZANIL 2MG. CAJA 30 COMP.,CLONAZEPAM,
16481,CLUVAX 100MG. CAJA 3 CAP. BLANDAS,CLINDAMICINA,
15052,CLUVAX 100MG. CAJA 7 CAP.BLANDAS,CLINDAMICINA,
14122,"COAPROVEL 150/12,5 X28COM.",HIDROCLOROTIAZIDA / IRBESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
16399,COAPROVEL 150/12.5 CAJA 28 COMP.REC.,HIDROCLOROTIAZIDA + IRBESARTAN,
14111,"COAPROVEL 300/12,5 X28COM.",HIDROCLOROTIAZIDA / IRBESARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
14585,COAPROVEL 300/12.5 CAJA 28 COMP.REC.,HIDROCLOROTIAZIDA + IRBESARTAN,
14586,COAPROVEL 300MG/25MG X 28 COMPR REC,HIDROCLOROTIAZIDA + IRBESARTAN,
14877,COAROL 4MG. CAJA 20 COMP.,ACENOCUMAROL,
16969,CODETOL ADULTOS JBE 120ML.,CLORFENAMINA + CODEINA + PSEUDOEFEDRINA,
13932,CODETOL PM ADULTO JBE.X120ML,CLORFENAMINA / CODEINA / PSEUDOEFEDRINA,PREPARADOS PARA LA TOS Y EL RESFRIADO
14457,CODETOL PM JBE.X120ML,CLORFENAMINA / CODEINA / PSEUDOEFEDRINA,PREPARADOS PARA LA TOS Y EL RESFRIADO
14912,CODIPZONA 100 MG CAJA 30COMP REC,TRAZODONA CLORHIDRATO,
13242,COLCHICINA 0.5MG X40COM.,COLCHICINA,ANTIGOTOSOS
13916,COLEKAL 50000 UI X2SOB.,COLECALCIFEROL,VITAMINAS
23793,COLGATE PLUS TWISTER CEP.N24 SUA.,,HIGIENE BUCAL
23794,COLGATE PLUS TWISTER CEP.N25 MED.,,HIGIENE BUCAL
23693,COLGATE SENSITIVE PROALIVIO INME.BLAN.X9,,HIGIENE BUCAL
23725,COLGATE TOTAL 12 PROF.REPAR.DIARIA PAS.X,,HIGIENE BUCAL
23498,COLLAGEN   BCAA X60TAB.,L-ISOLEUCINA / L-LEUCINA / L-VALINA,OTROS FARMACOS PARA ALTERACIONES DEL SISTEMA MUSCULO-ESQUELETICO
23581,COLLAGEN 500 X60TAB.,COLAGENO HIDROLIZADO,OTROS FARMACOS PARA ALTERACIONES DEL SISTEMA MUSCULO-ESQUELETICO
23875,COLLAGEN 500MG  80MG VIT.C X20TAB.EFERV,ACIDO ASCORBICO / COLAGENO HIDROLIZADO,OTROS PREPARADOS DERMATOLOGICOS
23469,COLLAGEN GUMMIES X60GUM.,COLAGENO / ACIDO ASCORBICO / MAGNESIO,OTROS FARMACOS PARA ALTERACIONES DEL SISTEMA MUSCULO-ESQUELETICO
23420,COLLAGEN PLUS SHOT X14VIAL,COLAGENO / ACIDO ASCORBICO / MAGNESIO,OTROS FARMACOS PARA ALTERACIONES DEL SISTEMA MUSCULO-ESQUELETICO
23422,COLLAGEN PLUS VIT.C LIQUID X900ML,COLAGENO HIDROLIZADO / VITAMINAS / ZINC,OTROS FARMACOS PARA ALTERACIONES DEL SISTEMA MUSCULO-ESQUELETICO
23423,COLLAGEN PLUS VIT.C MG X30SACHET,COLAGENO / ACIDO ASCORBICO / MAGNESIO,OTROS FARMACOS PARA ALTERACIONES DEL SISTEMA MUSCULO-ESQUELETICO
16064,COLMAX 125MG. CAJA 10 COMP.,CLONIXINATO DE LISINA,
13718,COLMIBE 10MG/10MG X30COM.,ATORVASTATINA / EZETIMIBA,AGENTES MODIFICADORES DE LOS LIPIDOS
13714,COLMIBE 20MG/10MG X30COM.,ATORVASTATINA / EZETIMIBA,AGENTES MODIFICADORES DE LOS LIPIDOS
13890,COLMIBE 40MG/10MG X30COM.,ATORVASTATINA / EZETIMIBA,AGENTES MODIFICADORES DE LOS LIPIDOS
15702,COLPOTROPHINE 10MG. 20CAP.,PROMESTRIENO,
15701,COLPOTROPHINE CREMA 1% 30 GR,PROMESTRIENO,
15722,COMBIGAN SOL. OFT. FCO.5ML,BRIMONIDINA + TIMOLOL,
15719,COMBIGAN SOLUCION OFT. 10ML,BRIMONIDINA + TIMOLOL,
15791,COMBODART 0.5/ 0.4MG. 30CAP.,DUTASTERIDA + TAMSULOSINA CLORHIDRATO,
13399,COMBODART X30CAP.,DUTASTERIDA / TAMSULOSINA,PREPARADOS UROLOGICOS
16306,CONCERTA 18MG. CAJA 30 COMP.REC.,METILFENIDATO,
16307,CONCERTA 27MG. CAJA 30 COMP.,METILFENIDATO,
16309,CONCERTA 36MG. CAJA 30 COMP.,METILFENIDATO,
16311,CONCERTA 54MG. CAJA 30 COMP.,METILFENIDATO,
13199,"CONCOR (R) 1,25MG X14COM.REC.",BISOPROLOL,AGENTES BETA-BLOQUEADORES
13278,CONCOR (R) 10MG X28COM.REC.,BISOPROLOL,AGENTES BETA-BLOQUEADORES
13232,"CONCOR (R) 2,5MG X28COM.REC.",BISOPROLOL,AGENTES BETA-BLOQUEADORES
13227,CONCOR (R) 5MG X28COM.REC.,BISOPROLOL,AGENTES BETA-BLOQUEADORES
16742,CONCOR 1.25MG. CAJA 14 COMP.,BISOPROLOL,
16743,CONCOR 10MG. CAJA 28 COMP.,BISOPROLOL,
16744,CONCOR 2.5MG. CAJA 28 COMP.,BISOPROLOL,
16745,CONCOR 5MG. CAJA 28 COMP.,BISOPROLOL,
14463,CONCOR AM 5/10MG. CAJA 30COMP.,AMLODIPINA + BISOPROLOL,
14464,CONCOR AM 5/5MG. CAJA 30COMP.,AMLODIPINA + BISOPROLOL,
16204,CONDROSULF 800 MG. CAJA 30 SOBR,CONDROITINSULFURICO ACIDO,
14096,CONDROSULF 800 X30COM.REC.,CONDROITINA,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
16205,CONDROSULF 800MG. CAJA 30 COMP.,CONDROITINSULFURICO ACIDO,
16203,CONDROSULF FORTE 1200MG.CAJA 15COMP,CONDROITINSULFURICO ACIDO,
16090,CONGESTEX CAJA 10 CAP.,ASCORBICO ACIDO + NOSCAPINA + PARACETAMOL + PSEUDOEFEDRINA,
16963,CONGESTEX SOL. ORAL GTAS. 15ML,ASCORBICO ACIDO + NOSCAPINA + PARACETAMOL + PSEUDOEFEDRINA,
16089,CONGESTEX SUSP. FCO. 120ML.,ASCORBICO ACIDO + NOSCAPINA + PARACETAMOL + PSEUDOEFEDRINA,
16257,CONPREMIN 0.0625% CREM. VAG. POMO 21 GR,ESTROGENOS CONJUGADOS,
13675,CONPREMIN 0.3MG X28GRA.,ESTROGENOS CONJUGADOS,HORMONAS SEXUALES Y MODULADORES GENITALES
16258,CONPREMIN 0.3MG. CAJA 28 GRAG.,ESTROGENOS CONJUGADOS,
13914,CONPREMIN 0.625MG X28GRA.,ESTROGENOS CONJUGADOS,HORMONAS SEXUALES Y MODULADORES GENITALES
15667,CONPREMIN 0.625MG. CAJA 28 GRAG.,ESTROGENOS CONJUGADOS,
13850,CONTI-MARVELON 20 X28COM.REC,DESOGESTREL / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES
16699,CONTRALMOR X 6 SUPOSITORIOS,BETAMETASONA + LIDOCAINA + ZINC,
15243,CONTUMAX  17GR. CAJA  15 SOBRES,MACROGOL,
16297,COPAXONE SOL. INY 40MG./ML.12 JER. PREL,GLATIRAMERO ACETATO,
16726,COPEGUS 200MG. X 168 COMP.,RIBAVIRINA,
13795,COPLAVIX 75/100 X28COM.REC.,ACIDO ACETILSALICILICO / CLOPIDOGREL,ANTITROMBOTICOS
14879,COPLAVIX 75MG/100MG CAJA 28 COMP. REC.,ACETILSALICILICO ACIDO + CLOPIDOGREL,
23471,COQ-10 PLUS X60CAP.,ACIDO ASCORBICO / ALFA TOCOFEROL / BETACAROTENO / PIRIDOXINA,TERAPIA CARDIACA
14599,"CORASOL-D 80/12,5.CAJA 30 COMP.REC.",HIDROCLOROTIAZIDA + TELMISARTAN,
14662,CORDIAX 40MG. CAJA 30 COMP.,TELMISARTAN,
14664,CORDIAX 80MG. CAJA 30 COMP.,TELMISARTAN,
14484,CORDIAX AM 40/5MG.CAJA 30 COMP.,AMLODIPINA + TELMISARTAN,
14487,CORDIAX AM 80/10MG.CAJA 30 COMP.,AMLODIPINA + TELMISARTAN,
14488,CORDIAX AM 80/5MG.CAJA 30 COMP.,AMLODIPINA + TELMISARTAN,
14601,"CORDIAX D 40/12,5 CAJA 30 COMP.",HIDROCLOROTIAZIDA + TELMISARTAN,
14228,CORDIAX D 40/12.5 X30COM.,HIDROCLOROTIAZIDA / TELMISARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
14604,"CORDIAX-D  FORTE 80/12,5 CAJA 30 COMP.",HIDROCLOROTIAZIDA + TELMISARTAN,
14189,CORENTEL 2.5 2.5MG X30COM.REC.,BISOPROLOL,AGENTES BETA-BLOQUEADORES
14511,CORENTEL H  2.5/6.25 MG CAJA 30COMP REC,BISOPROLOL + HIDROCLOROTIAZIDA,
14514,"CORENTEL H 5/6,25MG. CAJA 30 COMP.REC.",BISOPROLOL + HIDROCLOROTIAZIDA,
15151,CORITEX 0.5MG./ML. GTS. FCO. 30ML.,BETAMETASONA,
14637,CORODIN 100MG. CAJA 30 COMP.,LOSARTAN,
14640,CORODIN 50MG. CAJA 30 COMP.,LOSARTAN,
14594,CORODIN-D CAJA 30 COMP.,HIDROCLOROTIAZIDA + LOSARTAN,
14596,CORODIN-D FORTE CAJA 30 COMP.,HIDROCLOROTIAZIDA + LOSARTAN,
16101,CORTIGRIP CAJA 10 COMP.,PARACETAMOL + PSEUDOEFEDRINA,
15189,CORTIPREX  20MG./5ML. SUSP ORAL  60ML.,PREDNISONA,
13691,CORTIPREX (B) 20MG X20COM.REC.,PREDNISONA,CORTICOIDES SISTEMICOS
15185,CORTIPREX 1MG./ML. SUSP ORAL X 100ML.,PREDNISONA,
15193,CORTIPREX 20MG. CAJA 20 COMP. REC.,PREDNISONA,
15748,COSOPT CL. FCO. 10ML.,DORZOLAMIDA + TIMOLOL,
16091,COTIBIN ANTIGRIPAL CAJA 10 COMP. REC.,CAFEINA + CLORFENAMINA + PARACETAMOL,
16095,COTIBIN ANTIGRIPAL CAJA 8 COMP,CAFEINA + CLORFENAMINA + PARACETAMOL,
15000,COTRIMOXAZOL CAJA 20 COMP.,SULFAMETOXAZOL + TRIMETOPRIMA,
14999,COTRIMOXAZOL FORTE SUSP. FCO. 100ML.,SULFAMETOXAZOL + TRIMETOPRIMA,
15003,COTRIMOXAZOL FORTE. CAJA 10 COMP.,SULFAMETOXAZOL + TRIMETOPRIMA,
13272,COTRIMOXAZOL S.O.X100ML,SULFAMETOXAZOL / TRIMETOPRIMA,ANTIBACTERIANOS PARA USO SISTEMICO
14998,COTRIMOXAZOL SUSP. FCO. 100ML.,SULFAMETOXAZOL + TRIMETOPRIMA,
13043,COTRIMOXAZOL X20COM.,SULFAMETOXAZOL / TRIMETOPRIMA,ANTIBACTERIANOS PARA USO SISTEMICO
23815,COTTON HIP BAND,,DEPORTE
14681,"COUMADIN 2,5MG. CAJA 30 COMP.",WARFARINA,
16416,COUMADIN 5MG. CAJA 30 COMP.,WARFARINA,
14480,COVERAM 10MG/10MG CAJA 30 COMP.,AMLODIPINA + PERINDOPRIL,
14483,COVERAM 10MG/5MG CAJA 30 COMP.,AMLODIPINA + PERINDOPRIL,
14481,COVERAM 5MG/10MG CAJA 30 COMP.,AMLODIPINA + PERINDOPRIL,
14482,COVERAM 5MG/5MG CAJA 30 COMP.,AMLODIPINA + PERINDOPRIL,
14655,COVERSYL A 10MG. CAJA 30 COMP. REC.,PERINDOPRIL,
14656,COVERSYL A 5MG. CAJA 30 COMP. REC.,PERINDOPRIL,
15314,COXDOS 200MG. CAJA 10 CAP.,CELECOXIB,
15318,COXDOS 200MG. CAJA 30 CAP.,CELECOXIB,
13652,COXIDOL (B) 90MG X14COM.REC,KETOCONAZOL,PRODUCTOS ANTIINFLAMATORIOS Y ANTIRREUMATICOS
12997,COZAAR (R) 100MG X30COM.,LOSARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
12994,COZAAR (R) 50MG X30COM.,LOSARTAN,AGENTES QUE ACTUAN EN EL SISTEMA RENINA-ANGIOTENSINA
14633,COZAAR 100MG. CAJA 30 COMP. REC.,LOSARTAN,
14638,COZAAR 50MG. CAJA 30 COMP.,LOSARTAN,
23509,CRANBERRY CONCENTRATE NEW FORM.X90SOFTGE,CRANBERRY (PROANTOCIANIDINAS),OTROS PRODUCTOS GINECOLOGICOS
23416,CREATINE MONOHYDRATE X300G,SUPLEMENTO ALIMENTICIO DEPORTIVO,SUPLEMENTOS
23574,CREMA CENTELLA ASIATICA X60G,CENTELLA ASIATICA,PREPARADOS PARA EL TRATAMIENTO DE HERIDAS Y ULCERAS
16251,CREON 10000 FCO. 20CAP.,PANCREATINA,
16252,CREON 25000 FCO. 50 CAP.,PANCREATINA,
14727,CRESADEX 20MG. CAJA 30 COMP. REC.,ROSUVASTATINA,
14720,CRESTOR 10MG. CAJA 30 COMP. REC.,ROSUVASTATINA,
14725,CRESTOR 20 MG. CAJA 30 COMP. REC.,ROSUVASTATINA,
16772,CRESTOR 40MG. CAJA 30 COMP. REC.,ROSUVASTATINA,
16773,CRESTOR 5MG. CAJA 30 COMP. REC.,ROSUVASTATINA,
13896,CRESTOR TABLETS (R) 10MG X30COM.,ROSUVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS
13710,CRESTOR TABLETS (R) 20MG X30COM.,ROSUVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS
13708,CRESTOR TABLETS (R) 40MG X30COM.,ROSUVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS
13729,CRESTOR TABLETS (R) 5MGX30COM.,ROSUVASTATINA,AGENTES MODIFICADORES DE LOS LIPIDOS
15153,CRONOLEVEL SUSP. CAJA 1 VIAL 1ML.,BETAMETASONA,
13851,CRONUS X20COM.,PARACETAMOL / TRAMADOL,ANALGESICOS
23813,CUERDA VELOCIDAD,,DEPORTE
14084,CUROCEF (R) 500MG X14COM.REC.,CEFUROXIMA,ANTIBACTERIANOS PARA USO SISTEMICO
16363,CUROCEF 250 MG. CAJA 14 SOBRES,CEFUROXIMA,
16891,CUROCEF 250MG. CAJA 10 COMP.,CEFUROXIMA,
16362,CUROCEF 250MG./5ML. SUSP. FCO. 100ML.,CEFUROXIMA,
16364,CUROCEF 750MG. CAJA 1 VIAL,CEFUROXIMA,
15070,CUTANIL PAST. POMO 30 GR.,CLOTRIMAZOL + ZINC,
15648,CYCLOBIOL 1MG. CAJA 30 COMP.,ESTRADIOL,
14097,CYMBALTA 30MG X28CAP.,DULOXETINA,PSICOANALEPTICOS
15418,CYMBALTA 30MG.CAJA 28 CAP.GRAN.REC.ENT,DULOXETINA,
15419,CYMBALTA 30MG.CAJA 7 CAP,DULOXETINA,
14072,CYMBALTA 60MG X28CAP.,DULOXETINA,PSICOANALEPTICOS
16550,CYMBALTA 60MG. CAJA 28 CAP.,DULOXETINA,
13568,D-HISTAPLUS (B) 5MG X30COM.REC.,DESLORATADINA,ANTIHISTAMINICOS PARA USO SISTEMICO
15924,D-HISTAPLUS 5MG. 30 COMP.,DESLORATADINA,
23708,D.EXP AGUA MICELAR P.MIXTA X200ML,,CREMAS FACIALES (MASIVAS)
14386,DACAM RL 3MG/ML X1AMP. JERINGA,BETAMETASONA (ACETATO) / BETAMETASONA (FOSFATO),CORTICOIDES SISTEMICOS
15154,DACAM RL X 1 FCO.AMP.,BETAMETASONA,
14991,DACNEL 100MG CAJA 30 COMP. REC,MINOCICLINA,
14992,DACNEL 50MG CAJA 30 COMP. REC,MINOCICLINA,
14433,DAFLON 500MG X60COM.,DIOSMINA / HESPERIDINA,VASOPROTECTORES
14549,DAFLON-500 CAJA 30 COMP. REC,DIOSMINA + HESPERIDIN,
14550,DAFLON-500 CAJA 60 COMP.REC,DIOSMINA + HESPERIDIN,
16831,DAGOTIL 1MG. CAJA 30 COMP.,RISPERIDONA,
15590,DAGOTIL 1MG./ML. SOL. FCO. 30ML.,RISPERIDONA,
14352,DAGOTIL 1MG/ML GTAS.X30ML,RISPERIDONA,PSICOLEPTICOS
15642,DAHLIA 20 CAJA 28 COMP. REC.,DROSPIRENONA + ETINILESTRADIOL,
15632,DAHLIA CAJA 28 COMP. REC.,DROSPIRENONA + ETINILESTRADIOL,
23554,DAILY BIOTIC ALLER X30CAP.,LACTOBACILLUS PARACASEI,PREPARADOS PARA LA TOS Y EL RESFRIADO
23487,DAILY BIOTIC CHEWABLE RASP.X60TAB.,MINERALES / PROBIOTICOS / VITAMINAS,VITAMINAS
23493,DAILY BIOTIC FIBER X60CAP,SUPLEMENTO ALIMENTICIO,VITAMINAS
23530,DAILY BIOTIC FLORA X12SACHET,LACTOBACILLUS RHAMNOSUS,"ANTIDIARREICOS, ANTIINFECCIOSOS Y ANTIINFLAMATORIOS INTESTINALES"
23472,DAILY BIOTIC INTIME X30CAP.,0,OTROS PRODUCTOS GINECOLOGICOS
23465,DAILY BIOTIC SENIOR X60TAB,MINERALES / PROBIOTICOS / VITAMINAS,VITAMINAS
23556,DAILY BIOTIC X30TAB.,MINERALES / PROBIOTICOS / VITAMINAS,VITAMINAS
23462,DAILY BIOTIC X60TAB.,MINERALES / PROBIOTICOS / VITAMINAS,VITAMINAS
23454,DAILY ONE GOLD X60CAP.,MINERALES / VITAMINAS,VITAMINAS
16774,"DAIVOBET (0,05-0,5) MG/G. GEL FCO. 30GR.",BETAMETASONA + CALCIPOTRIOL,
14232,DAKSOL (B) 100MG X28COM.,LAMOTRIGINA,ANTIEPILEPTICOS
14340,DAKSOL (B) 50MG X28COM.,LAMOTRIGINA,ANTIEPILEPTICOS
15466,DAKSOL 100MG. CAJA 28COMP.,LAMOTRIGINA,
15471,DAKSOL 25 MG. CAJA 28COMP.,LAMOTRIGINA,
15475,DAKSOL 50MG. CAJA 28COMP.,LAMOTRIGINA,
15335,DAL CAJA 28 COMP.,DESOGESTREL + ETINILESTRADIOL,
13895,DALACIN C 300MG X16CAP.,CLINDAMICINA,ANTIBACTERIANOS PARA USO SISTEMICO
16482,DALACIN-C 300MG. CAJA 16 CAP.,CLINDAMICINA,
15045,DALACIN-T 10MG./ML. SOL. FCO. 30ML.,CLINDAMICINA,
15048,DALACIN-T GEL 10MG./ML. FCO. 30GR.,CLINDAMICINA,
13917,DALGIET (B) X28COM.,DIENOGEST,HORMONAS SEXUALES Y MODULADORES GENITALES
15617,DALGIET X 28 COMP. REC.,DIENOGEST,
13986,DALUN 20MG X20COM.,HIDROXIZINA,ANTIHISTAMINICOS PARA USO SISTEMICO
14449,DAMIXAN (B) 10MG X30COM.REC.,ZOLPIDEM,PSICOLEPTICOS
16462,DAMIXAN 10MG CAJA 30COMP,ZOLPIDEM,
13955,DANIELE (B) X28COM.REC,DIENOGEST / ETINILESTRADIOL,HORMONAS SEXUALES Y MODULADORES GENITALES
16977,DARMAS CAD DUOTERAPIA 1 + 30CAP.,CALCIO + COLECALCIFEROL + IBANDRONICO ACIDO,
13832,DARMAS CAD X1/30CAP.,ACIDO IBANDRONICO / CALCIO (CARBONATO) / COLECALCIFEROL,FARMACOS PARA EL TRATAMIENTO DE ENFERMEDADES OSEAS
13455,DASATINIB (B) 100MG X30COM.REC,DASATINIB,AGENTES ANTINEOPLASICOS
13454,DASATINIB (B) 50MG X60COM.REC,DASATINIB,AGENTES ANTINEOPLASICOS
13453,DASATINIB (B) 70MG X60COM.REC,DASATINIB,AGENTES ANTINEOPLASICOS
16815,DDAVP 0.1MG. CAJA 30 COMP.,DESMOPRESINA,
16817,DDAVP 0.1MG./ML. SPR. NASAL  2.5ML.,DESMOPRESINA,
16937,DDAVP 0.2MG. CAJA 30 COMP.,DESMOPRESINA,
16816,DDAVP 10MCG. SPR. NAS. FCO. 50 DOSIS,DESMOPRESINA,
15351,DEATEN 80MG. CAJA 15 COMP.,ATOMOXETINA,
15296,DEBRIDAT 100MG. CAJA 20 COMP.,TRIMEBUTINA,
14364,DEBRIDAT AP (R) 300MG X10COM.PROL.,TRIMEBUTINA,AG.CONTRA PADECIMIENTOS FUNCIONALES DEL ESTOMAGO E INSTESTINO
14432,DEBRIDAT AP 300MG X30COM.PROL.,TRIMEBUTINA,AG.CONTRA PADECIMIENTOS FUNCIONALES DEL ESTOMAGO E INSTESTINO
15300,DEBRIDAT AP 300MG. CAJA 10 COMP.,TRIMEBUTINA,
16523,DEBRIDAT AP 300MG. CAJA 30 COMP.,TRIMEBUTINA,
15301,DEBRIDAT FORTE 200MG. CAJA 10 COMP.,TRIMEBUTINA,
15071,DECADEX GEL TOPICO 5% POMO 30GR.,DAPSONA,
13936,DEGRALER (B)  5MG/ML GTAS.X15ML,LEVOCETIRIZINA,ANTIHISTAMINICOS PARA USO SISTEMICO
13744,DEGRALER (B) 2.5MG/5ML JBE.X100ML,LEVOCETIRIZINA,ANTIHISTAMINICOS PARA USO SISTEMICO
13864,DEGRALER (B) 5MG X40COM.REC.,LEVOCETIRIZINA,ANTIHISTAMINICOS PARA USO SISTEMICO
16941,"DEGRALER 2,5MG./5ML. FCO. 100ML.",LEVOCETIRIZINA,
15947,DEGRALER 5MG.CAJA 40 COMP. REC.,LEVOCETIRIZINA,
13769,DEGRALER FORTE (B) 5MG/5ML JBE.X100ML,LEVOCETIRIZINA,ANTIHISTAMINICOS PARA USO SISTEMICO
15941,DEGRALER GOTAS 5MG. FCO. 15ML.,LEVOCETIRIZINA,
15948,DEGRALER PLUS 5 MG CJ 40 COMP.BD,LEVOCETIRIZINA,
16885,DEPAKENE 250MG. 25CAP. BLANDAS,VALPROICO ACIDO,
14924,DEPAKENE 250MG./5ML. JBE. FCO.120ML.,VALPROICO ACIDO,
13592,DEPO MEDROL 40MG/ML X1F-A,METILPREDNISOLONA,CORTICOIDES SISTEMICOS
16229,DEPOMEDROL 40MG. CAJA 1 AMP.,METILPREDNISOLONA,
16232,DEPOMEDROL 80MG. CAJA 1 AMP.,METILPREDNISOLONA,
16230,DEPOMEDROL JP 40MG. CAJA 1 VIAL 1ML.,METILPREDNISOLONA,
